REFNUM	Days	EVTYPE	STATE	FATALITIES	INJURIES	Property	Crop	REMARKS
198690	1995-07-12	HEAT	IL	583	0	0	0	An intense heat wave affected northern Illinois from Wednesday July 12 through Sunday July 16. The heat wave tied or broke several temperature records at Rockford and Chicago. But what set this heat wave apart from others was the extremely high humidities. Dew point temperatures peaked in the lower 80s late Wednesday the 12th and Thursday the 13th and were generally in the middle and upper 70s through the rest of the hot spell. The combined and cumulative effects of several days of high temperatures, high humidity, intense July sunshine (100% possible sunshine recorded at O'Hare Airport in Chicago July 13) and light winds took their toll. 583 people died as a result of the heat in Chicago and surrounding areas. Official temperatures at Chicago's O'Hare International Airport were 7/12; minimum 73 maximum 97 (tied record), 7/13 minimum 81 (record) maximum 104 (record), 7/14 minimum 83 (record), maximum 100 (tied record), 7/15 minimum 75, maximum 98, 7/16 minimum 74, maximum 93. The heat peaked on Thursday July 13. O'Hare had a high of 104 and a low of 81 for an average of 93, 20 degrees above normal. (The all-time record high for Chicago is 105.) The heat index peaked at 119 at 1300 and 1700. At Midway Airport the temperature hit 106. (Midway is not the official Chicago reporting station so the 106 did not become Chicago's official highest temperature.) The heat index at Midway reached 125 at 1400 when the temperature was 103 and the dew point was 79. What was really remarkable was that Meigs Field which sits on a small peninsula over the cool waters of Lake Michigan off the Chicago lakefront reached 103 degrees with a heat index of 115. Rockford had high temperatures of 97, 98, 97 and 94 on the 12 through 15th, respectively. The minimum of 75 on the 14th was a record. The heat index peaked at 125 at 1800 pm on the 13th when the temperature was 98 with a dew point of 83! Commonwealth Edison, which provides much of northern Illinois and virtually all of the Chicago metropolitan area with power, had record demands for electricity on the 12th through the 14th. Power output was 18,234, 19,151 and 19,201 megawatts, respectively. Transformers blew in the southwest suburbs near Joliet causing rolling power outages on the 13th and 14th. The north side of Chicago also lost power as did the northwest suburb of Cary. Draw bridges over the Chicago River had to be hosed down so they would operate and close properly. Several roads buckled from the heat. As many as 500 fire hydrants were opened in Chicago causing loss of water pressure. The city of Chicago used a record 1.8 billion gallons of water on the 13th. The city's water system has a capacity to pump 2 billion gallons a day.  There were over 580 fatalities attributed to the heat. Most of them occurred in the city of Chicago. Most of the deaths occurred two to three days following the peak of the heat wave. Many were elderly people living alone in homes or apartments with no air conditioning. Some had nailed windows shut and were afraid to go out because of crime in their neighborhoods. Emergency officials found people in homes with room temperatures of 120 degrees or higher. Here is a break down of fatalities by county; Lake County, 1 (Ingleside), Grundy County, 1 (Morris), Kane County, 7 (all in Aurora), Winnebago County, 5 (all in Rockford), Will County, 1 (Joliet), Cook, 568. The information from Cook County was provided by the Cook County Medical Examiners Office. 64 of the deaths occurred in suburban Cook County. 504 occurred in Chicago. The dates of the deaths are not known in all cases. Many of the examinations occurred in the days following the heat wave, more occurred later as funeral home and hospital records were checked. Heat was the primary cause of death in 75 of the cases and a secondary cause in the rest of the deaths. Information on morbidity is being compiled by the Cook County Department of Health. An estimate on number of injuries will be available later this year as an addition.  F78PH, F87PH, M43OU, F38PH, M56PH, M67PH, M68PH, M84PH, M81PH, F91PH, M58PH, M60PH, M42PH, M73PH, M57PH, M32PH, M86PH, M75PH, F64PH, M88PH, F70PH, M69PH, M86PH, F72PH, M76PH, F83PH, M74PH, F68PH, M68PH, F83PH, M86PH, F87PH, M58PH, M38PH, F74PH, M55PH, M57PH, F85PH, M03VE, M03VE, F77PH, M78PH, F87PH, M60PH, F41PH, F80PH, F75PH, M65PH, F46PH, F89PH, M64PH, F79PH, M59PH, M88PH, M47PH, F95PH, M81PH, F97PH, M85PH, F103PH, M86PH, F57PH, F29PH, F90PH, F87PH, F80PH, M60PH, M82PH, M75PH, F72PH, M40PH, M89PH, M45PH, F52PH, M80PH, M60PH, M??PH, M51PH, M58PH, M45PH, F91PH, M61PH, M41PH, M65PH, F91PH, M39PH, M56PH, F65PH, F94PH, F87PH, F91PH, M81PH, M45PH, M82PH, F42PH, M65PH, F80PH, M60PH, M74PH, M63PH, M84PH, F84PH, M80PH, M86PH, M59PH, F83PH, F79PH, M67PH, F71PH, F??PH, M87PH, F87PH, F84PH, F78PH, F90PH, F41PH, F79PH, F83PH, M73PH, M75PH, M77PH, F66PH, M80PH, M87PH, M53PH, F29PH,  F82PH, M67PH, F75PH, M90PH, M67PH, M66PH, F98PH, F95PH, M35PH, M62PH, F85PH, F85PH, M86PH, M72PH, M53PH, F89PH, M80PH, M77PH, M56PH, F55PH, F93PH, M71PH, F74PH, F42PH, M81PH, F77PH, F75PH, F81PH, M92PH, M76PH, F71PH, M56PH, F72PH, F83PH, M79PH, F98PH, F75PH, M55PH, F73PH, F79PH, F83PH, F94PH, M76PH, M58PH, F52PH, M44PH, F87PH, M66PH, M55PH, F86PH, F88PH, F80PH, F87PH, F91PH, F69PH, F74PH, M77PH, F84PH, M69PH, M48PH, F82PH, F41PH, M69PH, F84PH, M71PH, M83PH, M88PH, M74PH, M79PH, M64PH, F92PH, M67PH, M53PH, M95PH, F90PH, M84PH, M67PH, M60PH, F85PH, M66PH, M62PH, MPH71, M68PH, F78PH, M71PH, F84PH, F77PH, M63PH, F65PH, M45PH, M56PH, M76PH, M42PH, F85PH, F86PH, M55PH, M85PH, M78PH, F91PH, F69PH, F94PH, M40PH, M77PH, F81PH, F85PH, M70PH, M64PH, M84PH, F70PH, F70PH, M61PH, M80PH, M87PH, F76PH, M65PH, M47PH, M47PH, F69PH, M64PH, F86PH, M57PH, M74PH, M55PH, F78PH, M85PH, M51PH, M71PH, F72PH, F85PH, M60PH, M72PH, F92PH, F49PH, M46PH, F85PH, M64PH, F69PH, M87PH, F89PH, M70PH, F69PH, M67PH, M40PH, M86PH, F86PH, F84PH, M54PH, M78PH, F81PH, M48PH, M54PH, F80PH, M64PH, M79PH, M60PH, M80PH, F86PH, F93PH, F80PH, M71PH, M47PH, F89PH, F60PH, F88PH, M84PH, F81PH, F70PH, F86PH, F77PH, F75PH, F68PH, M85PH, F87PH, M55PH, M84PH, F83PH, M??PH, F71PH, M82PH, M64PH, F65PH, F72PH, M91PH, M66PH, M47PH, F89PH, F80PH, F77PH, F81PH, F80PH, F67PH, F84PH, M52PH, F79PH, F81PH, F65PH, F70PH, M64PH, M62PH, M42PH, M64PH, M62PH, M56PH, F80PH, M65PH, F85PH, M40PH, M76PH, M80PH, F82PH, M62PH, M60PH, M76PH, F83PH, F85PH, M77PH, M71PH, F90PH, F79PH, M83PH, F72PH, F76PH, M71PH, F77PH, M64PH, F54PH, M75PH, M68PH, M57PH, M55PH, F81PH, M55PH, M86PH, M47PH, M48PH, F82PH, F62PH, M53PH, M69PH, M65PH, M65PH, M77PH, M63PH, M42PH, M62PH, F94PH, M84PH, F78PH, M71PH, F69PH, F78PH, M47PH, F57PH, F83PH, F80PH, M76PH, F82PH, M71PH, M65PH, M50PH, F87PH, M60PH, F78PH, M85PH, M70PH, F92PH, M73PH, F80PH, M72PH, M78PH, F59PH, F97PH, F62PH, F32PH, F83PH, F76PH, M77PH, M41PH, F86PH, M73PH, F71PH, M76PH, F87PH, M69PH, F82PH, M53PH, M67PH, F61PH, M48PH, M75PH, M70PH, M88PH, F66PH, M70PH, F81PH, F73PH, M70PH, M74PH, F85PH, F88PH, F71PH, M65PH, F77PH, F78PH, M80PH, F56PH, F82PH, F66PH, M61PH, F75PH, M88PH, F77PH, M45PH, M74PH, M65PH, F63PH, M70PH, M75PH, M85PH, M86PH, M58PH, F78PH, F79PH, M75PH, M69PH, F96PH, M68PH, M88PH, F78PH, M71PH, M62PH, M65PH, M60PH, M71PH, F31PH, F78PH, M81PH, M83PH, F90PH, M40PH, F72PH, M68PH, F60PH, M52PH, M65PH, M75PH, F77PH, F60PH, M48PH, F82PH, F72PH, F54PH, F75PH, M92PH, F82PH, M70PH, M60PH, F79PH, M80PH, F92PH, M91PH, F86PH, F67PH, F63PH, F78PH, M35PH, M46PH, M79PH, F66PH, M75PH, M72PH, M72PH, F80PH, M75PH, F78PH, M75PH, F80PH, M50PH, F84PH, F72PH, F82PH, M63PH, F73PH, M55PH, M85PH, F73PH, F91PH, F93PH, M63PH, M69PH, F83PH, F68PH, M71PH, F92PH, M88PH, M61PH, M69PH, M75PH, F89PH, M47PH, F73PH, F84PH, F75PH, F93PH, M73PH, M41PH, M71PH, F85PH, M65PH, M78PH, M59PH, M58PH, F55PH, M43PH, M95PH, F47PH, F89PH, F81PH, F86PH, M58PH, F90PH, M68PH, F82PH, F80PH, F80PH, M69PH, F64PH, M87PH, M85PH, F86PH, F99PH, F72PH, M80PH, F89PH, F77PH, M72PH, M86PH, F83PH, F78PH, M70PH, M85PH, M85PH, F90PH, F79PH, M84PH, F56PH, F66PH, F60PH, F75PH, F50PH, F79PH, F85PH, F79PH, F72PH, M78PH, F86PH, M67PH.  
201230	1995-08-01	DROUGHT	IA	0	0	0	5e+08	August precipitation was confined to widely scattered thunderstorm activity, which produced a wide variation of monthly rainfall amounts.  The highest of these was 9.23 inches at Bondurant in central Iowa (details on that below) to .29 inches at Dubuque for the 4th driest August on record at Dubuque.  Statewide rainfall distribution was highest over northwest and north central Iowa, and lowest over the south central counties.  The dry weather conditions combined with well above normal temperatures translated to the warmest month recorded in Iowa since July 1988 and the 4th warmest August of record.  For the summer as a whole, June through August of 1995 ranked 14th warmest in the 123 years of record.  The dry conditions resulted in deterioration of Iowas corn and soybean crops.  Yield losses were greatest over southern Iowa where plantings were delayed by excessive spring rainfall.  Reports indicate losses in the corn of between five and 25 bushels per acre with the greatest over the south.  Soybean loses were not that great and were generally 5% or less.  In dollars this translates to about $420 million in corn and $116 million in soybeans. 
201236	1995-06-01	EXCESSIVE WETNESS	IA	0	0	0	1.42e+08	Much of Iowa,The wet conditions that were so persistent throughout the month of May continued into the first part of June.  The wet conditions resulted in further planting delays and the switching of part of the corn crop into soy beans.  Southern Iowa was hardest hit with under one percent of the crop in the ground during by the second week of June.  Planting progress accelerated after the 10th of the month with virtually all of the crop, both corn and soybeans, was in the ground by the 20th of the month.  Generally speaking, yields fall about a bushel per acre for corn planted after the 20th of May.  Yields begin to drop for soybeans after the 10th of June.  In total, additional losses during June were around $140 million. 
201222	1995-09-21	FREEZE	IA	0	0	0	2e+08	A strong cold front pushed south across Iowa bringing with it one of the earliest freezes on record.  Coupled with the fact that crop maturation was behind schedule, significant freeze damage occurred.  Temperatures dipped to as low as 24° F. (-5° C.) over the northwest counties and to the freezing point over the southeast.  These temperatures were combined with a five to 10 knot wind and lasted for up to eight hours in the northwest and about three hours over the southeast.  The soybeans were hardest hit with approximately $30 million bushels lost.  The corn crop was not as badly damaged as drought from the previous month had already done significant damage to the crop.  In dollar amounts, damage to the soybeans was around $195 million, while the corn suffered about a $9 million loss. 
207124	1995-05-08	HEAVY RAIN/SEVERE WEATHER	LA	0	0	2.5e+09	0	A potent weather system stalled over southeast Louisiana from the evening of May 8 through mid day of May 10 producing two bouts of heavy rain and severe thunderstorms.  The first event occurred the evening of May 8 and early morning of May 9 producing several tornadoes and widespread heavy rain of 8 to 15 inches across the greater New Orleans metro area into southeast St. Tammany Parish.  The second bout of severe weather struck during the evening of May 9 and continued into the morning of May 10, producing rainfall of 10 to 15 inches primarily from St. Tammany Parish into south Mississippi.  Drainage capacity was overwhelmed by the torrential rainfall on each of these nights and water flooded tens of thousands of homes in southeast Louisiana.  By early June, the Federal Emergency Management Agency (FEMA) reported approximately 60,000 addresses representing single family units,  multifamily units, and businesses had filed for assistance due to weather damage.  In late May, the Red Cross estimated 36,000 homes in southeast Louisiana were affected by flood water.  Newspaper accounts indicated weather related damage to reach the $2.5 to $3.0 billion range.  Parish by parish detail follows. 
211887	1994-02-09	ICE STORM	MS	0	0	5e+05	5e+09	During the early morning hours on the 9th, freezing rain began falling over north Mississippi and continued through mid-day on the 10th.  Ice accumulation of three to six inches were common over the affected area. Due to the weight of the ice, power lines, trees and tree limbs were downed.  Many trees fell on houses and automobiles.  The ice storm cause significant damage to approximately 3.7 million  acres of commercial forestland.  The value of damaged timber was estimated to be $1.3 billion.  In addition to the damage of commercial timber was the damage to urban trees, estimated to be $27 million.  Twenty five percent of the states pecan crop will be lost for the next five to ten years at an estimated cost of $5.5 million per year. Nearly 750,000 customers were with out power in the affected area. Customers were without power for up to a month.  Over eight thousand  utility poles were pulled down by the weight of the ice.  Over 4,700 miles of power lines were down. Four-hundred-ninety-one water systems were affected  with around 741,000 customers without water.  Estimates of damage to utilities will run nearly $500 million.  This is the worst ice storm to strike Mississippi since a severe ice storm struck the state in January 1951.  
213238	1995-06-07	THUNDERSTORM WINDS	MO	0	0	1.4e+08	0	The roof of the New Haven Police Department and radio tower suffered extensive damage.  Large trees were also blown down and uprooted in the Leslie and Gerald areas. 
216221	1995-09-22	DAMAGING FREEZE	NE	0	0	0	2.62e+08	Record low temperatures from the lower 20s to the lower 30s put an end to an already stunted growing season across the Midlands.  Nearly the entire state fell below 28 degrees.  Hardest hit were the milo, soybean, and corn crops. 
220960	1995-07-04	FLASH FLOOD	NC	0	0	6.8e+08	0	Up to eight inches of rain in a three hour period caused the worst flash flood ever along the Meherrin River in the town of Severn. Between 15 and 20 residences were damaged significantly by the flood, with water window high in many of these homes. Damage also occurred at the local sewage treatment plant. 
223436	1994-02-08	ICE STORM	OH	1	1568	5e+07	5e+06	The worst ice storm in recent memory struck southern Ohio. Heavy freezing rain fell across the counties near the Ohio River and heavy sleet mixed in across the central counties. Ice accumulations averaged three-quarter to two inches. Thunderstorms with heavy freezing rain occurred over parts of southern Ohio the evening of the 8th. Trees, including numerous fruit trees, and power lines were downed and damaged in many southern Ohio communities. Supplies of salt, already low from previous storms, were used up by many communities hindering ice removal. Temperatures during and after the storm remained quite cold, in the teens and single digits, also slowing ice removal. Travel on foot and by vehicle was treacherous. The extended cold, the inability to remove all the ice, and school closings (some schools were closed through the 11th) produced a record number of injuries, mostly due to falls and sledding accidents. Most were broken bones. At least a half dozen traffic fatalities occurred and one death can be directly attributed to the weather. A Middletown (Butler) man, age 40, died of exposure. Some freezing drizzle lingered into the 9th. 
242094	1995-04-29	HAILSTORM	TX	0	0	2.2e+08	0	Large hail did approximately $220,000,000 in damage across eastern Tarrant County from Grapevine and DFW airport areas southward across the eastern part of Arlington. 
243394	1995-05-05	SEVERE THUNDERSTORM	TX	0	0	1.2e+09	0	Just after 1730 CDT, a thunderstorm developed rapidly on the Palo Pinto/Parker County line ahead of an intense squall line over the western part of north Texas.  This storm quickly became severe, producing hail up to golf ball-size 18 inches deep across southern parts of Parker County, and flash flooding resulting in two deaths. The storm continued to intensify as it moved into Tarrant County around 1900 CDT, producing baseball-size hail in Benbrook.  As the storm moved east-northeast across Fort Worth, softball-size hail was reported at many locations.  At Mayfest, a large outdoor festival located at Trinity Park in Fort Worth, an estimated 10,000 people were caught in the open with little available shelter.  Hail up to softball-size injured many people.  The storm continued moving east-northeast across Tarrant County producing large hail, wind damage, and flash flooding producing rainfall, with one flash flood death.  At 1948 CDT, as the storm began moving into Dallas County, the squall line that was to the west merged with the severe thunderstorm.  This merger resulted in record rainfall and massive flash flooding the remainder of the night across Dallas County, with 17 people drowned and many stranded by high water.  Total estimated damage across Parker, Tarrant, and Dallas counties, from this storm, is estimated at over $1.2 billion, the costliest thunderstorm event in the history of the United States. 
